model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,1.0,91001,joint_psrl_coupled,7,0.0,0.3858726229159185,95,95,0.981114824002252,0.981114824002252,0.9676632645956956,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,8,0.0,0.3858726229159185,95,95,0.981114824002252,0.981114824002252,0.9794749146758878,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,9,0.0,0.3858726229159185,95,95,0.981114824002252,0.981114824002252,0.9869079651017532,2|0|3
analytic-mixed,1.0,91001,joint_psrl_coupled,10,0.0,0.3858726229159185,95,95,0.981114824002252,0.981114824002252,0.9916237170233474,2|0|3
analytic-mixed,1.0,91001,psrl_notype,1,0.03457449040936078,0.03457449040936078,124,95,0.9465403335928912,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,2,0.1976085973364372,0.232183087745798,24,95,0.7835062266658148,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,3,0.0,0.232183087745798,95,95,0.981114824002252,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,4,0.157497110176808,0.389680197922606,21,95,0.823617713825444,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,5,0.03457449040936078,0.4242546883319668,124,95,0.9465403335928912,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,6,0.1466875142343853,0.5709422025663521,48,95,0.8344273097678667,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,7,0.03457449040936078,0.6055166929757129,124,95,0.9465403335928912,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,8,0.0,0.6055166929757129,95,95,0.981114824002252,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,9,0.1976085973364372,0.8031252903121501,24,95,0.7835062266658148,0.981114824002252,0.015625,2|0|3
analytic-mixed,1.0,91001,psrl_notype,10,0.1976085973364372,1.0007338876485874,24,95,0.7835062266658148,0.981114824002252,0.015625,2|0|3
